"SOURCETY","year","radius_km","value","year.lag","value.lag","diff_yoy","diff_yoy_absolute"
"Oil & Gas",2020,50,0.0691929893440268,2020,0.113709865633213,-0.391495285314833,-0.0445168762891859
"Oil & Gas",2020,200,0.0586579472097414,2020,0.0691929893440268,-0.152255918325847,-0.0105350421342854
"Smelter",2005,50,0.122665958710959,NA,NA,NA,NA
"Smelter",2006,50,0.127738392948408,2005,0.122665958710959,0.0413516047219023,0.00507243423744876
"Smelter",2007,50,0.116730650365636,2006,0.127738392948408,-0.0861741120167206,-0.011007742582772
"Smelter",2008,50,0.112317799735648,2007,0.116730650365636,-0.0378037012229875,-0.0044128506299875
"Smelter",2009,50,0.0954380956070797,2008,0.112317799735648,-0.1502852100762,-0.0168797041285685
"Smelter",2010,50,0.0859013083920993,2009,0.0954380956070797,-0.099926419888379,-0.0095367872149803
"Smelter",2011,50,0.094341888338457,2010,0.0859013083920993,0.0982590382422384,0.00844057994635761
"Smelter",2012,50,0.0857266587846187,2011,0.094341888338457,-0.0913192401124155,-0.00861522955383824
"Smelter",2013,50,0.0852767010188867,2012,0.0857266587846187,-0.00524874959681497,-0.000449957765732062
"Smelter",2014,50,0.0859677962443631,2013,0.0852767010188867,0.00810415057359453,0.00069109522547646
"Smelter",2015,50,0.0758716770639248,2014,0.0859677962443631,-0.11744071177235,-0.0100961191804383
"Smelter",2016,50,0.0726626666035228,2015,0.0758716770639248,-0.0422952356476612,-0.00320901046040195
"Smelter",2017,50,0.0790007984444035,2016,0.0726626666035228,0.0872267993612739,0.00633813184088063
"Smelter",2018,50,0.0740089470870053,2017,0.0790007984444035,-0.0631873532380962,-0.00499185135739816
"Smelter",2019,50,0.0718866776029799,2018,0.0740089470870053,-0.0286758502526783,-0.00212226948402536
"Smelter",2020,2,0.0711475906008721,2019,0.0718866776029799,-0.0102812791848544,-0.000739087002107855
"Smelter",2020,20,0.080085531833409,2020,0.0711475906008721,0.125625353677505,0.00893794123253688
"Smelter",2020,50,0.0589270575311047,2020,0.080085531833409,-0.264198461543807,-0.0211584743023043
"Smelter",2020,200,0.0431406185009777,2020,0.0589270575311047,-0.267897968972813,-0.0157864390301271
